"species";"Region";"LifeForm";"off_FirstRec";"count";"firstRec";"phylum";"class";"timeLag";"eu_status";"google";"scopus";"EASIN_Id";"Status";"TER";"FRW";"MAR";"EST";"habitat";"worst_100_world_ISSG";"worst_100_Europe_DAISIE";"mentioned_in_EU_quarantine_species";"partly_native";"obsEffort_LF";"ResearchEffort";"nOccTotSp";"obsInNeigborCountryBefore";"google_country_porc";"google_country_tot"
"Claytonia perfoliata";"Sweden";"Vascular plants";NA;142;1990;"Tracheophyta";"Magnoliopsida";NA;"NO";3731;107;"R03749";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;25;21208;NA;0;0
"Claytonia perfoliata";"Switzerland";"Vascular plants";NA;6;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";3731;107;"R03749";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;11;21208;NA;0;0
"Claytonia perfoliata";"United Kingdom";"Vascular plants";NA;511;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";3731;107;"R03749";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;99;21208;NA;0;0
"Claytonia rubra";"Belgium";"Vascular plants";2012;3;2012;"Tracheophyta";"Magnoliopsida";0;"NO";253;33;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;3;FALSE;0;0
"Claytonia sibirica";"Belgium";"Vascular plants";NA;233;1998;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;6254;NA;0;0
"Claytonia sibirica";"Bulgaria";"Vascular plants";NA;2;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";14218;7;6254;FALSE;0;0
"Claytonia sibirica";"Czech Republic";"Vascular plants";NA;23;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;25;6254;NA;0;0
"Claytonia sibirica";"Denmark";"Vascular plants";NA;23;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";63407;15;6254;NA;0;0
"Claytonia sibirica";"Finland";"Vascular plants";NA;18;2013;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";81315;1;6254;NA;0;0
"Claytonia sibirica";"France";"Vascular plants";2011;40;2017;"Tracheophyta";"Magnoliopsida";6;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;6254;TRUE;74;1406
"Claytonia sibirica";"Germany";"Vascular plants";NA;80;1997;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;6254;NA;0;0
"Claytonia sibirica";"Iceland";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7508;27;6254;FALSE;0;0
"Claytonia sibirica";"Netherlands";"Vascular plants";NA;3573;1990;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;29;6254;NA;0;0
"Claytonia sibirica";"Norway";"Vascular plants";NA;123;1993;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1755502;75;6254;NA;0;0
"Claytonia sibirica";"Sea";"Vascular plants";NA;596;1991;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;6254;FALSE;NA;NA
"Claytonia sibirica";"Sweden";"Vascular plants";NA;194;1990;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;25;6254;NA;0;0
"Claytonia sibirica";"Switzerland";"Vascular plants";NA;1;2013;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;11;6254;NA;0;0
"Claytonia sibirica";"United Kingdom";"Vascular plants";NA;1347;1990;"Tracheophyta";"Magnoliopsida";NA;"NO";1900;15;"R03750";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;99;6254;FALSE;76;1444
"Clematis montana";"Belgium";"Vascular plants";2014;14;2014;"Tracheophyta";"Magnoliopsida";0;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;348;TRUE;32;1617.28
"Clematis montana";"Czech Republic";"Vascular plants";NA;2;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;25;348;NA;22;1111.88
"Clematis montana";"Denmark";"Vascular plants";NA;7;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";63407;15;348;NA;49;2476.46
"Clematis montana";"France";"Vascular plants";NA;15;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;348;NA;6;303.24
"Clematis montana";"Germany";"Vascular plants";NA;61;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;348;NA;30;1516.2
"Clematis montana";"Ireland";"Vascular plants";NA;4;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";26889;13;348;NA;43;2173.22
"Clematis montana";"Netherlands";"Vascular plants";NA;5;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;29;348;NA;46;2324.84
"Clematis montana";"Sea";"Vascular plants";NA;40;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;348;FALSE;NA;NA
"Clematis montana";"Slovakia";"Vascular plants";NA;1;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";84761;19;348;NA;8;404.32
"Clematis montana";"Switzerland";"Vascular plants";NA;10;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;11;348;NA;40;2021.6
"Clematis montana";"United Kingdom";"Vascular plants";NA;189;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";5054;300;"R03759";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;99;348;NA;100;5054
"Clerodendrum bungei";"Belgium";"Vascular plants";2016;7;2016;"Tracheophyta";"Magnoliopsida";0;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;109;TRUE;0;0
"Clerodendrum bungei";"Croatia";"Vascular plants";NA;5;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";40792;19;109;FALSE;0;0
"Clerodendrum bungei";"France";"Vascular plants";NA;17;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;109;NA;33;1056.66
"Clerodendrum bungei";"Germany";"Vascular plants";NA;1;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;109;NA;41;1312.82
"Clerodendrum bungei";"Greece";"Vascular plants";NA;4;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";46853;142;109;FALSE;0;0
"Clerodendrum bungei";"Italy";"Vascular plants";NA;4;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;161;109;NA;41;1312.82
"Clerodendrum bungei";"Netherlands";"Vascular plants";NA;9;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;29;109;NA;100;3202
"Clerodendrum bungei";"Portugal";"Vascular plants";NA;5;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;81;109;NA;0;0
"Clerodendrum bungei";"Sea";"Vascular plants";NA;26;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;109;FALSE;NA;NA
"Clerodendrum bungei";"Spain";"Vascular plants";NA;3;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;113;109;NA;0;0
"Clerodendrum bungei";"Switzerland";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;11;109;NA;0;0
"Clerodendrum bungei";"United Kingdom";"Vascular plants";NA;27;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";3202;168;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;99;109;NA;81;2593.62
"Coccura suwakoensis";"Norway";"Insects";2012;NA;NA;"Arthropoda";"Insecta";NA;"NO";0;2;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";598977;75;NA;FALSE;0;0
"Codium taylorii";"Greece";"Algae";2011;NA;NA;"Chlorophyta";"Ulvophyceae";NA;"NO";0;31;"R16387";"A";0;0;1;0;"Marine";"NO";"NO";"NO";"NO";48;142;NA;FALSE;0;0
"Colinus virginianus";"Belgium";"Birds";2011;2;2011;"Chordata";"Aves";0;"NO";1706;2750;"R03872";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";788948;483;46;FALSE;0;0
"Colinus virginianus";"Croatia";"Birds";NA;8;2015;"Chordata";"Aves";NA;"NO";1706;2750;"R03872";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";159134;19;46;NA;0;0
"Colinus virginianus";"Italy";"Birds";NA;21;2004;"Chordata";"Aves";NA;"NO";1706;2750;"R03872";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";590026;161;46;NA;0;0
"Colinus virginianus";"Malta";"Birds";NA;1;2016;"Chordata";"Aves";NA;"NO";1706;2750;"R03872";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3950;5;46;FALSE;0;0
"Colinus virginianus";"Sea";"Birds";NA;3;2014;"Chordata";"Aves";NA;"NO";1706;2750;"R03872";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";44080236;NA;46;FALSE;NA;NA
"Colinus virginianus";"Slovenia";"Birds";NA;11;2018;"Chordata";"Aves";NA;"NO";1706;2750;"R03872";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";78261;46;46;NA;0;0
"Columba livia";"Albania";"Birds";NA;157;1996;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";9437;54;662610;NA;0;0
"Columba livia";"Andorra";"Birds";NA;17;1994;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1288;1;662610;NA;0;0
"Columba livia";"Austria";"Birds";NA;4398;1991;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";384808;37;662610;NA;0;0
"Columba livia";"Belarus";"Birds";NA;2370;1998;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";100770;1;662610;NA;0;0
"Columba livia";"Belgium";"Birds";NA;3789;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";788948;483;662610;NA;0;0
"Columba livia";"Bosnia and Herzegovina";"Birds";NA;368;1996;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";12676;14;662610;NA;0;0
"Columba livia";"Bulgaria";"Birds";NA;3447;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";249237;7;662610;NA;0;0
"Columba livia";"Croatia";"Birds";NA;4761;1991;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";159134;19;662610;NA;0;0
"Columba livia";"Czech Republic";"Birds";NA;10668;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";725131;25;662610;NA;0;0
"Columba livia";"Denmark";"Birds";NA;12335;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14701881;15;662610;NA;0;0
"Columba livia";"Estonia";"Birds";NA;514;1992;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";50487;5;662610;NA;0;0
"Columba livia";"Finland";"Birds";NA;5528;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";603277;1;662610;NA;0;0
"Columba livia";"France";"Birds";NA;21384;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1858205;142;662610;NA;0;0
"Columba livia";"Germany";"Birds";NA;18857;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7836388;48;662610;NA;5;260.65
"Columba livia";"Greece";"Birds";NA;5699;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";452825;142;662610;NA;0;0
"Columba livia";"Hungary";"Birds";NA;3160;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";336853;17;662610;NA;0;0
"Columba livia";"Iceland";"Birds";NA;1366;1992;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";502500;27;662610;FALSE;0;0
"Columba livia";"Ireland";"Birds";NA;6661;1991;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";395298;13;662610;NA;0;0
"Columba livia";"Italy";"Birds";NA;14970;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";590026;161;662610;NA;35;1824.55
"Columba livia";"Latvia";"Birds";NA;597;1992;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40687;6;662610;NA;0;0
"Columba livia";"Liechtenstein";"Birds";NA;43;1996;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1839;1;662610;NA;0;0
"Columba livia";"Lithuania";"Birds";NA;1592;1999;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";102109;4;662610;NA;0;0
"Columba livia";"Luxembourg";"Birds";NA;342;1992;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";31830;1;662610;NA;0;0
"Columba livia";"Macedonia";"Birds";NA;1120;1991;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";38613;2;662610;NA;0;0
"Columba livia";"Malta";"Birds";NA;69;1998;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3950;5;662610;FALSE;0;0
"Columba livia";"Moldova";"Birds";NA;375;2006;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40544;1;662610;NA;0;0
"Columba livia";"Montenegro";"Birds";NA;271;2003;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";12459;2;662610;NA;0;0
"Columba livia";"Netherlands";"Birds";NA;5186;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2058938;29;662610;NA;0;0
"Columba livia";"Norway";"Birds";NA;21690;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";12396174;75;662610;NA;0;0
"Columba livia";"Poland";"Birds";NA;4689;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";409372;16;662610;NA;0;0
"Columba livia";"Portugal";"Birds";NA;50633;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4044501;81;662610;NA;0;0
"Columba livia";"Romania";"Birds";NA;1914;1994;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";119027;3;662610;NA;0;0
"Columba livia";"San Marino";"Birds";NA;1;2019;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";74;1;662610;NA;0;0
"Columba livia";"Sea";"Birds";NA;146125;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";44080236;NA;662610;FALSE;NA;NA
"Columba livia";"Serbia";"Birds";NA;22733;1994;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";430864;38;662610;NA;0;0
"Columba livia";"Slovakia";"Birds";NA;488;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";79051;19;662610;NA;0;0
"Columba livia";"Slovenia";"Birds";NA;1282;1991;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";78261;46;662610;NA;0;0
"Columba livia";"Spain";"Birds";NA;142897;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";10201950;113;662610;NA;56;2919.28
"Columba livia";"Sweden";"Birds";NA;5591;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";38556181;25;662610;NA;0;0
"Columba livia";"Switzerland";"Birds";NA;5201;1992;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";555029;11;662610;NA;0;0
"Columba livia";"Ukraine";"Birds";NA;6368;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";287041;6;662610;NA;0;0
"Columba livia";"United Kingdom";"Birds";NA;122954;1990;"Chordata";"Aves";NA;"NO";5213;17754;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";9941295;99;662610;NA;5;260.65
"Columbina talpacoti";"Spain";"Birds";2013;NA;NA;"Chordata";"Aves";NA;"NO";2109;101;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";10201950;113;NA;FALSE;0;0
"Commelina communis";"Albania";"Vascular plants";2010;2;2017;"Tracheophyta";"Liliopsida";7;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2476;54;NA;FALSE;0;0
"Commelina communis";"Austria";"Vascular plants";NA;13;2017;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";405467;37;NA;NA;0;0
"Commelina communis";"Belarus";"Vascular plants";NA;4;2018;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46462;1;NA;NA;0;0
"Commelina communis";"Belgium";"Vascular plants";NA;3;2012;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;483;NA;NA;0;0
"Commelina communis";"Bulgaria";"Vascular plants";NA;2;2014;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14218;7;NA;NA;0;0
"Commelina communis";"Croatia";"Vascular plants";NA;7;2018;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40792;19;NA;NA;0;0
"Commelina communis";"Czech Republic";"Vascular plants";NA;40;2018;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";391053;25;NA;NA;0;0
"Commelina communis";"France";"Vascular plants";NA;19;2007;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;NA;NA;0;0
"Commelina communis";"Germany";"Vascular plants";NA;30;2009;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;48;NA;NA;5;140.75
"Commelina communis";"Greece";"Vascular plants";NA;7;2011;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;142;NA;NA;0;0
"Commelina communis";"Hungary";"Vascular plants";NA;4;2018;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";36958;17;NA;NA;0;0
"Commelina communis";"Italy";"Vascular plants";NA;161;2012;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;161;NA;NA;65;1829.75
"Commelina communis";"Macedonia";"Vascular plants";NA;2;2021;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2784;2;NA;NA;0;0
"Commelina communis";"Montenegro";"Vascular plants";NA;3;2013;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";5319;2;NA;NA;0;0
"Commelina communis";"Netherlands";"Vascular plants";NA;19;2014;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;29;NA;NA;49;1379.35
"Commelina communis";"Norway";"Vascular plants";NA;1;2010;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1755502;75;NA;NA;0;0
"Commelina communis";"Portugal";"Vascular plants";2011;NA;NA;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";107614;81;NA;FALSE;0;0
"Commelina communis";"Romania";"Vascular plants";NA;6;2016;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";31057;3;NA;NA;0;0
"Commelina communis";"Sea";"Vascular plants";NA;47;2002;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4202690;NA;NA;FALSE;NA;NA
"Commelina communis";"Serbia";"Vascular plants";NA;3;2020;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14179;38;NA;NA;0;0
"Commelina communis";"Slovakia";"Vascular plants";NA;3;2017;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";84761;19;NA;NA;0;0
"Commelina communis";"Slovenia";"Vascular plants";NA;6;2019;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";38312;46;NA;NA;0;0
"Commelina communis";"Spain";"Vascular plants";NA;12;2012;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;113;NA;NA;0;0
"Commelina communis";"Sweden";"Vascular plants";NA;29;1990;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7997425;25;NA;NA;0;0
"Commelina communis";"Switzerland";"Vascular plants";NA;7;2016;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";453426;11;NA;NA;0;0
"Commelina communis";"Ukraine";"Vascular plants";NA;10;2019;"Tracheophyta";"Liliopsida";NA;"NO";2815;3425;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;6;NA;NA;0;0
"Commelina erecta";"Italy";"Vascular plants";2018;NA;NA;"Tracheophyta";"Liliopsida";NA;"NO";1228;184;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;161;NA;FALSE;0;0
"Commelina erecta";"Sea";"Vascular plants";NA;14;2016;"Tracheophyta";"Liliopsida";NA;"NO";1228;184;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;NA;FALSE;NA;NA
"Conoderus posticus";"Greece";"Insects";2011;NA;NA;"Arthropoda";"Insecta";NA;"NO";0;3;"R03939";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";41715;142;NA;FALSE;0;0
"Conringia planisiliqua";"Belgium";"Vascular plants";2013;1;2013;"Tracheophyta";"Magnoliopsida";0;"NO";0;13;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;483;1;FALSE;0;0
