"","species","LifeForm","google_sum","google_mean"
"591","Rumex kerneri","Vascular plants",0,0
"592","Rumex pseudonatronatus","Vascular plants",0,0
"593","Salix babylonica","Vascular plants",1145,7.95138888888889
"594","Salix myrsinifolia","Vascular plants",74,0.513888888888889
"595","Salix pendulina","Vascular plants",0,0
"596","Salvia elegans","Vascular plants",371,2.57638888888889
"597","Salvia hispanica","Vascular plants",2394,16.625
"599","Salvia rosmarinus","Vascular plants",288,2
"600","Sambucus racemosa","Vascular plants",714,4.95833333333333
"601","Sarracenia purpurea","Vascular plants",1268,8.80555555555556
"602","Sarracenia rubra","Vascular plants",179,1.24305555555556
"603","Sasa palmata","Vascular plants",183,1.27083333333333
"605","Sauromatum venosum","Vascular plants",329,2.28472222222222
"606","Saxifraga rotundifolia","Vascular plants",103,0.715277777777778
"607","Scabiosa lucida","Vascular plants",58,0.402777777777778
"608","Scabiosa ochroleuca","Vascular plants",150,1.04166666666667
"609","Scardinius erythrophthalmus","Fishes",147,1.02083333333333
"610","Schizoporella japonica","Bryozoa",18,0.125
"611","Schoenoplectiella bucharica","Vascular plants",0,0
"612","Scilla sardensis","Vascular plants",25,0.173611111111111
"613","Scutellista caerulea","Insects",0,0
"614","Scyphophorus acupunctatus","Insects",94,0.652777777777778
"615","Sedum pallidum","Vascular plants",47,0.326388888888889
"616","Sedum sarmentosum","Vascular plants",342,2.375
"617","Sedum spathulifolium","Vascular plants",338,2.34722222222222
"618","Semiarundinaria fastuosa","Vascular plants",196,1.36111111111111
"619","Sempervivum arachnoideum","Vascular plants",406,2.81944444444444
"620","Senecio angulatus","Vascular plants",197,1.36805555555556
"621","Septoria erigerontis","Fungi",0,0
"622","Setaria helvola","Vascular plants",11,0.0763888888888889
"624","Sibbaldia tridentata","Vascular plants",0,0
"625","Sisyrinchium angustifolium","Vascular plants",239,1.65972222222222
"626","Sisyrinchium californicum","Vascular plants",146,1.01388888888889
"627","Sisyrinchium striatum","Vascular plants",302,2.09722222222222
"628","Skimmia japonica","Vascular plants",3359,23.3263888888889
"629","Smyrnium olusatrum","Vascular plants",170,1.18055555555556
"630","Solandra maxima","Vascular plants",328,2.27777777777778
"631","Solanum betaceum","Vascular plants",171,1.1875
"632","Solanum pimpinellifolium","Vascular plants",135,0.9375
"633","Solanum tuberosum","Vascular plants",3330,23.125
"634","Solidago altissima","Vascular plants",182,1.26388888888889
"635","Sophonia orientalis","Insects",0,0
"636","Sorbaria kirilowii","Vascular plants",0,0
"637","Sphodromantis viridis","Insects",178,1.23611111111111
"638","Spiraea nipponica","Vascular plants",303,2.10416666666667
"639","Stephanitis takeyai","Insects",0,0
"640","Stragania apicalis","Insects",0,0
"642","Stramonita floridana","Molluscs",0,0
"643","Stramonita haemastoma","Molluscs",109,0.756944444444444
"644","Sus scrofa","Mammals",2026,14.0694444444444
"646","Symphoricarpos albus var. laevigatus x microphyllus x orbiculatus","Vascular plants",0,0
"647","Symphoricarpos orbiculatus","Vascular plants",198,1.375
"648","Symphytum bulbosum","Vascular plants",68,0.472222222222222
"649","Symphytum caucasicum","Vascular plants",65,0.451388888888889
"650","Symphytum grandiflorum","Vascular plants",220,1.52777777777778
"651","Syringa persica","Vascular plants",176,1.22222222222222
"652","Takahashia japonica","Insects",14,0.0972222222222222
"653","Talinum paniculatum","Vascular plants",429,2.97916666666667
"654","Taphrina farlowii","Fungi",0,0
"655","Tellima grandiflora","Vascular plants",416,2.88888888888889
"656","Tenellia adspersa","Molluscs",0,0
"657","Teucrium hircanicum","Vascular plants",123,0.854166666666667
"658","Thalia dealbata","Vascular plants",284,1.97222222222222
"659","Thalictrum speciosissimum","Vascular plants",0,0
"660","Thaumastocoris peregrinus","Insects",81,0.5625
"664","Theora lubrica","Molluscs",0,0
"665","Thladiantha dubia","Vascular plants",117,0.8125
"666","Thuja occidentalis","Vascular plants",8077,56.0902777777778
"667","Tiarella cordifolia","Vascular plants",692,4.80555555555556
"668","Tilia tomentosa","Vascular plants",2783,19.3263888888889
"669","Tinocallis ulmiparvifoliae","Insects",0,0
"670","Tithonia rotundifolia","Vascular plants",345,2.39583333333333
"671","Tolmiea menziesii","Vascular plants",190,1.31944444444444
"672","Trachycarpus fortunei","Vascular plants",4407,30.6041666666667
"673","Trachymela sloanei","Insects",0,0
"674","Trichoferus campestris","Insects",0,0
"675","Trichoglossus haematodus","Birds",184,1.27777777777778
"676","Trichopoda pennipes","Insects",76,0.527777777777778
"677","Trifolium michelianum","Vascular plants",0,0
"678","Trifolium nigrescens","Vascular plants",60,0.416666666666667
"679","Trifolium suffocatum","Vascular plants",0,0
"680","Trifolium sylvaticum","Vascular plants",0,0
"681","Tripleurospermum decipiens","Vascular plants",0,0
"682","Trollius europaeus","Vascular plants",284,1.97222222222222
"683","Tsuga mertensiana","Vascular plants",152,1.05555555555556
"684","Tulbaghia violacea","Vascular plants",872,6.05555555555556
"685","Tulipa urumiensis","Vascular plants",47,0.326388888888889
"686","Tuta absoluta","Insects",3429,23.8125
"687","Typha laxmannii","Vascular plants",91,0.631944444444444
"688","Urocissa erythroryncha","Birds",0,0
"689","Urtica membranacea","Vascular plants",68,0.472222222222222
"690","Vaccinium corymbosum","Vascular plants",1805,12.5347222222222
"691","Verbena bracteata","Vascular plants",43,0.298611111111111
"692","Vernonia fasciculata","Vascular plants",90,0.625
"693","Veronica austriaca","Vascular plants",170,1.18055555555556
"694","Veronica cymbalaria","Vascular plants",63,0.4375
"695","Veronica teucrium","Vascular plants",262,1.81944444444444
"696","Veronicastrum virginicum","Vascular plants",696,4.83333333333333
"697","Vespa orientalis","Insects",239,1.65972222222222
"698","Vespa velutina","Insects",1770,12.2916666666667
"702","Viburnum davidii","Vascular plants",1450,10.0694444444444
"703","Viburnum tinus","Vascular plants",5781,40.1458333333333
"704","Vicia cuspidata","Vascular plants",0,0
"705","Vicia faba","Vascular plants",1814,12.5972222222222
"706","Washingtonia filifera","Vascular plants",1366,9.48611111111111
"707","Wolffia columbiana","Vascular plants",35,0.243055555555556
"708","Xylella fastidiosa","Bacteria and protozoans",2067,14.3541666666667
"710","Xylotrechus chinensis","Insects",31,0.215277777777778
"712","Zantedeschia aethiopica","Vascular plants",1590,11.0416666666667
"714","Zea mays","Vascular plants",8058,55.9583333333333
"715","Zelkova serrata","Vascular plants",1134,7.875
"716","Zelus renardii","Insects",99,0.6875
"717","Zingeria pisidica","Vascular plants",0,0
"718","Zinnia elegans","Vascular plants",1502,10.4305555555556
"719","Zizania latifolia","Vascular plants",143,0.993055555555556
"720","Ziziphus lotus","Vascular plants",193,1.34027777777778
"721","Zonotrichia capensis","Birds",227,1.57638888888889
"722","Zygina nivea","Insects",0,0
"723","Zyginella pulchra","Insects",0,0
