"","species","LifeForm","google_sum","google_mean"
"499","Rumex kerneri","Vascular plants",0,0
"500","Rumex pseudonatronatus","Vascular plants",0,0
"501","Salix babylonica","Vascular plants",1145,7.95138888888889
"502","Salix myrsinifolia","Vascular plants",74,0.513888888888889
"503","Salix pendulina","Vascular plants",0,0
"504","Salvia elegans","Vascular plants",371,2.57638888888889
"505","Salvia hispanica","Vascular plants",2394,16.625
"506","Salvia rosmarinus","Vascular plants",288,2
"507","Sambucus racemosa","Vascular plants",714,4.95833333333333
"508","Sarracenia purpurea","Vascular plants",1268,8.80555555555556
"509","Sarracenia rubra","Vascular plants",179,1.24305555555556
"510","Sasa palmata","Vascular plants",183,1.27083333333333
"511","Sauromatum venosum","Vascular plants",329,2.28472222222222
"512","Saxifraga rotundifolia","Vascular plants",103,0.715277777777778
"513","Scabiosa lucida","Vascular plants",58,0.402777777777778
"514","Scabiosa ochroleuca","Vascular plants",150,1.04166666666667
"515","Scardinius erythrophthalmus","Fishes",147,1.02083333333333
"516","Schizoporella japonica","Bryozoa",18,0.125
"517","Schoenoplectiella bucharica","Vascular plants",0,0
"518","Scilla sardensis","Vascular plants",25,0.173611111111111
"519","Scutellista caerulea","Insects",0,0
"520","Scyphophorus acupunctatus","Insects",94,0.652777777777778
"521","Sedum pallidum","Vascular plants",47,0.326388888888889
"522","Sedum sarmentosum","Vascular plants",342,2.375
"523","Sedum spathulifolium","Vascular plants",338,2.34722222222222
"524","Semiarundinaria fastuosa","Vascular plants",196,1.36111111111111
"525","Sempervivum arachnoideum","Vascular plants",406,2.81944444444444
"526","Senecio angulatus","Vascular plants",197,1.36805555555556
"527","Septoria erigerontis","Fungi",0,0
"528","Setaria helvola","Vascular plants",11,0.0763888888888889
"529","Sibbaldia tridentata","Vascular plants",0,0
"530","Sisyrinchium angustifolium","Vascular plants",239,1.65972222222222
"531","Sisyrinchium californicum","Vascular plants",146,1.01388888888889
"532","Sisyrinchium striatum","Vascular plants",302,2.09722222222222
"533","Skimmia japonica","Vascular plants",3359,23.3263888888889
"534","Smyrnium olusatrum","Vascular plants",170,1.18055555555556
"535","Solandra maxima","Vascular plants",328,2.27777777777778
"536","Solanum betaceum","Vascular plants",171,1.1875
"537","Solanum pimpinellifolium","Vascular plants",135,0.9375
"538","Solanum tuberosum","Vascular plants",3330,23.125
"539","Solidago altissima","Vascular plants",182,1.26388888888889
"540","Sophonia orientalis","Insects",0,0
"541","Sorbaria kirilowii","Vascular plants",0,0
"542","Sphodromantis viridis","Insects",178,1.23611111111111
"543","Spiraea nipponica","Vascular plants",303,2.10416666666667
"544","Stephanitis takeyai","Insects",0,0
"545","Stragania apicalis","Insects",0,0
"546","Stramonita floridana","Molluscs",0,0
"547","Stramonita haemastoma","Molluscs",109,0.756944444444444
"548","Sus scrofa","Mammals",2026,14.0694444444444
"549","Symphoricarpos albus var. laevigatus x microphyllus x orbiculatus","Vascular plants",0,0
"550","Symphoricarpos orbiculatus","Vascular plants",198,1.375
"551","Symphytum bulbosum","Vascular plants",68,0.472222222222222
"552","Symphytum caucasicum","Vascular plants",65,0.451388888888889
"553","Symphytum grandiflorum","Vascular plants",220,1.52777777777778
"554","Syringa persica","Vascular plants",176,1.22222222222222
"555","Takahashia japonica","Insects",14,0.0972222222222222
"556","Talinum paniculatum","Vascular plants",429,2.97916666666667
"557","Taphrina farlowii","Fungi",0,0
"558","Tellima grandiflora","Vascular plants",416,2.88888888888889
"559","Tenellia adspersa","Molluscs",0,0
"560","Teucrium hircanicum","Vascular plants",123,0.854166666666667
"561","Thalia dealbata","Vascular plants",284,1.97222222222222
"562","Thalictrum speciosissimum","Vascular plants",0,0
"563","Thaumastocoris peregrinus","Insects",81,0.5625
"564","Theora lubrica","Molluscs",0,0
"565","Thladiantha dubia","Vascular plants",117,0.8125
"566","Thuja occidentalis","Vascular plants",8077,56.0902777777778
"567","Tiarella cordifolia","Vascular plants",692,4.80555555555556
"568","Tilia tomentosa","Vascular plants",2783,19.3263888888889
"569","Tinocallis ulmiparvifoliae","Insects",0,0
"570","Tithonia rotundifolia","Vascular plants",345,2.39583333333333
"571","Tolmiea menziesii","Vascular plants",190,1.31944444444444
"572","Trachycarpus fortunei","Vascular plants",4407,30.6041666666667
"573","Trachymela sloanei","Insects",0,0
"574","Trichoferus campestris","Insects",0,0
"575","Trichoglossus haematodus","Birds",184,1.27777777777778
"576","Trichopoda pennipes","Insects",76,0.527777777777778
"577","Trifolium michelianum","Vascular plants",0,0
"578","Trifolium nigrescens","Vascular plants",60,0.416666666666667
"579","Trifolium suffocatum","Vascular plants",0,0
"580","Trifolium sylvaticum","Vascular plants",0,0
"581","Tripleurospermum decipiens","Vascular plants",0,0
"582","Trollius europaeus","Vascular plants",284,1.97222222222222
"583","Tsuga mertensiana","Vascular plants",152,1.05555555555556
"584","Tulbaghia violacea","Vascular plants",872,6.05555555555556
"585","Tulipa urumiensis","Vascular plants",47,0.326388888888889
"586","Tuta absoluta","Insects",3429,23.8125
"587","Typha laxmannii","Vascular plants",91,0.631944444444444
"588","Urocissa erythroryncha","Birds",0,0
"589","Urtica membranacea","Vascular plants",68,0.472222222222222
"590","Vaccinium corymbosum","Vascular plants",1805,12.5347222222222
"591","Verbena bracteata","Vascular plants",43,0.298611111111111
"592","Vernonia fasciculata","Vascular plants",90,0.625
"593","Veronica austriaca","Vascular plants",170,1.18055555555556
"594","Veronica cymbalaria","Vascular plants",63,0.4375
"595","Veronica teucrium","Vascular plants",262,1.81944444444444
"596","Veronicastrum virginicum","Vascular plants",696,4.83333333333333
"597","Vespa orientalis","Insects",239,1.65972222222222
"598","Vespa velutina","Insects",1770,12.2916666666667
"599","Viburnum davidii","Vascular plants",1450,10.0694444444444
"600","Viburnum tinus","Vascular plants",5781,40.1458333333333
"601","Vicia cuspidata","Vascular plants",0,0
"602","Vicia faba","Vascular plants",1814,12.5972222222222
"603","Washingtonia filifera","Vascular plants",1366,9.48611111111111
"604","Wolffia columbiana","Vascular plants",35,0.243055555555556
"605","Xylella fastidiosa","Bacteria and protozoans",2067,14.3541666666667
"606","Xylotrechus chinensis","Insects",31,0.215277777777778
"607","Zantedeschia aethiopica","Vascular plants",1590,11.0416666666667
"608","Zea mays","Vascular plants",8058,55.9583333333333
"609","Zelkova serrata","Vascular plants",1134,7.875
"610","Zelus renardii","Insects",99,0.6875
"611","Zingeria pisidica","Vascular plants",0,0
"612","Zinnia elegans","Vascular plants",1502,10.4305555555556
"613","Zizania latifolia","Vascular plants",143,0.993055555555556
"614","Ziziphus lotus","Vascular plants",193,1.34027777777778
"615","Zonotrichia capensis","Birds",227,1.57638888888889
"616","Zygina nivea","Insects",0,0
"617","Zyginella pulchra","Insects",0,0
"618","Callosciurus prevostii","Mammals",80,0.555555555555556
"619","Cardamine graeca","Vascular plants",0,0
"620","Cenchrus alopecuroides","Vascular plants",0,0
"621","Chrysolina americana","Insects",150,1.04166666666667
"622","Ctenolepisma lineata","Insects",65,0.451388888888889
"623","Ischnura senegalensis","Insects",65,0.451388888888889
"624","Nyctereutes procyonoides","Mammals",402,2.79166666666667
"625","Obama nungara","Invertebrates (excl. Arthropods, Molluscs)",131,0.909722222222222
"626","Petrosedum sediforme","Vascular plants",0,0
"627","Tarentola mauritanica","Reptiles",625,4.34027777777778
"628","Telmatogeton japonicus","Insects",0,0
"629","Viburnum plicatum","Vascular plants",2332,16.1944444444444
